event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),campaign_name,start_date,end_date,product_name,category,revenue_before_promo,revenue_after_promo
565a38,STTRV-0,CAMP_SAN_01,P07,300,30.0,BOGOF,150,117,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9000.0,17550
8724c8,STCBE-4,CAMP_SAN_01,P04,370,363.0,BOGOF,185,990,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,134310.0,183150
a4fb0b,STMDU-0,CAMP_SAN_01,P02,860,318.0,33% OFF,576,448,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,273480.0,258048
94953c,STMLR-2,CAMP_SAN_01,P06,415,15.0,25% OFF,311,12,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6225.0,3732
ea916f,STTRV-0,CAMP_SAN_01,P10,50,18.0,25% OFF,37,16,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,900.0,592
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,40.0,25% OFF,311,33,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,16600.0,10263
152ae4,STHYD-1,CAMP_SAN_01,P12,62,51.0,50% OFF,31,57,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3162.0,1767
e93b62,STCHE-2,CAMP_SAN_01,P04,370,513.0,BOGOF,185,2067,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,189810.0,382395
19e2f0,STCHE-7,CAMP_SAN_01,P11,190,58.0,50% OFF,95,81,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,11020.0,7695
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,87.0,BOGOF,510,347,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,88740.0,176970
6321fa,STCHE-3,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1550.0,962
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,367.0,BOGOF,185,1423,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,135790.0,263255
4572a3,STCHE-1,CAMP_SAN_01,P11,190,48.0,50% OFF,95,55,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,9120.0,5225
a0017b,STCBE-4,CAMP_SAN_01,P05,55,16.0,25% OFF,41,12,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,880.0,492
400cab,STCHE-4,CAMP_SAN_01,P02,860,642.0,33% OFF,576,918,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,552120.0,528768
5ce72d,STMLR-2,CAMP_SAN_01,P11,190,24.0,50% OFF,95,27,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,4560.0,2565
30c488,STTRV-0,CAMP_SAN_01,P01,172,132.0,33% OFF,115,187,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,22704.0,21505
eacf93,STTRV-1,CAMP_SAN_01,P11,190,24.0,50% OFF,95,34,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,4560.0,3230
7f650b,STCBE-2,CAMP_SAN_01,P11,190,34.0,50% OFF,95,52,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,6460.0,4940
f8a417,STCBE-4,CAMP_SAN_01,P12,62,37.0,50% OFF,31,53,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2294.0,1643
d7798b,STMYS-2,CAMP_SAN_01,P02,860,484.0,33% OFF,576,677,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,416240.0,389952
af646e,STHYD-4,CAMP_SAN_01,P11,190,54.0,50% OFF,95,78,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,10260.0,7410
c43947,STHYD-5,CAMP_SAN_01,P06,415,39.0,25% OFF,311,35,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,16185.0,10885
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,34.0,25% OFF,311,27,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,14110.0,8397
d4fced,STHYD-0,CAMP_SAN_01,P13,350,132.0,BOGOF,175,520,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,46200.0,91000
55b461,STMDU-0,CAMP_SAN_01,P06,415,21.0,25% OFF,311,17,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,8715.0,5287
677e2c,STHYD-1,CAMP_SAN_01,P13,350,122.0,BOGOF,175,326,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,42700.0,57050
61089e,STHYD-5,CAMP_SAN_01,P04,370,412.0,BOGOF,185,1615,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,152440.0,298775
c198da,STMDU-2,CAMP_SAN_01,P06,415,19.0,25% OFF,311,15,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,7885.0,4665
66050c,STCHE-6,CAMP_SAN_01,P08,1190,60.0,BOGOF,595,238,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,71400.0,141610
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,22.0,25% OFF,311,16,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,9130.0,4976
250dee,STCHE-0,CAMP_SAN_01,P01,172,237.0,33% OFF,115,341,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,40764.0,39215
19352c,STBLR-4,CAMP_SAN_01,P02,860,501.0,33% OFF,576,701,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,430860.0,403776
0a2689,STBLR-8,CAMP_SAN_01,P12,62,55.0,50% OFF,31,77,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3410.0,2387
0b51fe,STHYD-3,CAMP_SAN_01,P10,50,39.0,25% OFF,37,29,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1950.0,1073
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,382.0,BOGOF,100,1596,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,76400.0,159600
0edad5,STTRV-1,CAMP_SAN_01,P13,350,51.0,BOGOF,175,205,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,17850.0,35875
5f2bb8,STBLR-8,CAMP_SAN_01,P11,190,45.0,50% OFF,95,62,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8550.0,5890
99482c,STBLR-8,CAMP_SAN_01,P08,1190,42.0,BOGOF,595,161,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,49980.0,95795
6436da,STMDU-1,CAMP_SAN_01,P08,1190,30.0,BOGOF,595,118,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,35700.0,70210
fd5855,STVSK-4,CAMP_SAN_01,P08,1190,25.0,BOGOF,595,64,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,29750.0,38080
a5800c,STMYS-3,CAMP_SAN_01,P12,62,60.0,50% OFF,31,67,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3720.0,2077
6edb42,STBLR-8,CAMP_SAN_01,P10,50,36.0,25% OFF,37,26,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1800.0,962
1c4a78,STMLR-2,CAMP_SAN_01,P12,62,27.0,50% OFF,31,31,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,1674.0,961
e57227,STCHE-6,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1375.0,738
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,564.0,33% OFF,576,721,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,485040.0,415296
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,408.0,33% OFF,576,632,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,350880.0,364032
17537,STMDU-2,CAMP_SAN_01,P08,1190,33.0,BOGOF,595,129,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,39270.0,76755
695cd9,STTRV-1,CAMP_SAN_01,P07,300,21.0,BOGOF,150,82,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,6300.0,12300
66f526,STVJD-0,CAMP_SAN_01,P10,50,18.0,25% OFF,37,16,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,900.0,592
f95092,STVSK-1,CAMP_SAN_01,P13,350,124.0,BOGOF,175,500,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,43400.0,87500
276150,STCBE-3,CAMP_SAN_01,P07,300,33.0,BOGOF,150,128,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,9900.0,19200
6b26bc,STHYD-2,CAMP_SAN_01,P05,55,24.0,25% OFF,41,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1320.0,738
284539,STCHE-3,CAMP_SAN_01,P03,200,384.0,BOGOF,100,1678,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,76800.0,167800
543c36,STHYD-4,CAMP_SAN_01,P07,300,58.0,BOGOF,150,225,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,17400.0,33750
4c7359,STVSK-2,CAMP_SAN_01,P09,90,43.0,25% OFF,67,35,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,3870.0,2345
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,250.0,BOGOF,100,687,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,50000.0,68700
bd1314,STMYS-2,CAMP_SAN_01,P05,55,37.0,25% OFF,41,30,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,2035.0,1230
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,36.0,BOGOF,595,145,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,42840.0,86275
e788e5,STMYS-0,CAMP_SAN_01,P10,50,30.0,25% OFF,37,24,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1500.0,888
d2b963,STVJD-0,CAMP_SAN_01,P14,1020,48.0,BOGOF,510,187,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,48960.0,95370
f725c0,STCBE-3,CAMP_SAN_01,P03,200,228.0,BOGOF,100,898,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,45600.0,89800
f57184,STHYD-5,CAMP_SAN_01,P05,55,21.0,25% OFF,41,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1155.0,738
9ce293,STMDU-1,CAMP_SAN_01,P03,200,255.0,BOGOF,100,1009,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,51000.0,100900
e31e72,STHYD-4,CAMP_SAN_01,P10,50,33.0,25% OFF,37,31,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1650.0,1147
6c7601,STCBE-2,CAMP_SAN_01,P14,1020,78.0,BOGOF,510,334,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,79560.0,170340
434698,STVSK-0,CAMP_SAN_01,P12,62,39.0,50% OFF,31,63,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2418.0,1953
ca3893,STMYS-1,CAMP_SAN_01,P09,90,52.0,25% OFF,67,39,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,4680.0,2613
933cae,STCHE-3,CAMP_SAN_01,P06,415,28.0,25% OFF,311,23,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,11620.0,7153
5372de,STCBE-3,CAMP_SAN_01,P10,50,78.0,25% OFF,37,22,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,3900.0,814
5729c0,STMYS-2,CAMP_SAN_01,P04,370,240.0,BOGOF,185,636,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,88800.0,117660
8f2a5a,STVSK-2,CAMP_SAN_01,P11,190,25.0,50% OFF,95,37,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,4750.0,3515
6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,206.0,BOGOF,100,541,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,41200.0,54100
8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,37.0,BOGOF,595,156,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,44030.0,92820
8aa62d,STCHE-2,CAMP_SAN_01,P12,62,67.0,50% OFF,31,74,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,4154.0,2294
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,129.0,500 Cashback,2500,279,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,387000.0,697500
390df2,STBLR-0,CAMP_SAN_01,P06,415,31.0,25% OFF,311,26,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,12865.0,8086
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,18.0,25% OFF,311,14,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,7470.0,4354
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,34.0,50% OFF,95,39,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,6460.0,3705
496b80,STHYD-4,CAMP_SAN_01,P15,3000,118.0,500 Cashback,2500,253,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,354000.0,632500
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,78.0,BOGOF,510,331,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,79560.0,168810
5a21a5,STBLR-4,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,1550.0,962
ab3517,STTRV-1,CAMP_SAN_01,P04,370,190.0,BOGOF,185,733,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,70300.0,135605
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,40.0,50% OFF,31,58,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2480.0,1798
491ff2,STVJD-1,CAMP_SAN_01,P12,62,30.0,50% OFF,31,42,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,1860.0,1302
7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,79.0,BOGOF,510,349,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,80580.0,177990
315542,STVJD-1,CAMP_SAN_01,P03,200,183.0,BOGOF,100,710,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,36600.0,71000
a0a2ec,STBLR-8,CAMP_SAN_01,P01,172,346.0,33% OFF,115,491,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,59512.0,56465
2e3393,STCHE-3,CAMP_SAN_01,P14,1020,112.0,BOGOF,510,460,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,114240.0,234600
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,250.0,33% OFF,115,382,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,43000.0,43930
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,96.0,BOGOF,175,377,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,33600.0,65975
0f750a,STBLR-0,CAMP_SAN_01,P02,860,451.0,33% OFF,576,613,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,387860.0,353088
5abaf9,STCHE-3,CAMP_SAN_01,P07,300,37.0,BOGOF,150,155,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,11100.0,23250
731f58,STMYS-0,CAMP_SAN_01,P05,55,28.0,25% OFF,41,22,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,1540.0,902
e8d896,STCHE-1,CAMP_SAN_01,P10,50,40.0,25% OFF,37,33,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,2000.0,1221
d105db,STCBE-4,CAMP_SAN_01,P07,300,43.0,BOGOF,150,111,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,12900.0,16650
b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,34.0,25% OFF,311,31,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,14110.0,9641
166a02,STCHE-6,CAMP_SAN_01,P13,350,111.0,BOGOF,175,445,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,38850.0,77875
bac74e,STBLR-9,CAMP_SAN_01,P01,172,319.0,33% OFF,115,449,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,54868.0,51635
a617b5,STHYD-4,CAMP_SAN_01,P14,1020,102.0,BOGOF,510,410,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,104040.0,209100
3133f3,STCHE-5,CAMP_SAN_01,P09,90,63.0,25% OFF,67,53,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,5670.0,3551
6ee2af,STHYD-3,CAMP_SAN_01,P02,860,595.0,33% OFF,576,892,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,511700.0,513792
4692bf,STMLR-0,CAMP_SAN_01,P04,370,267.0,BOGOF,185,731,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,98790.0,135235
e621c9,STMLR-0,CAMP_SAN_01,P11,190,27.0,50% OFF,95,39,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5130.0,3705
aeed36,STBLR-6,CAMP_SAN_01,P12,62,54.0,50% OFF,31,83,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3348.0,2573
11578,STHYD-3,CAMP_SAN_01,P14,1020,87.0,BOGOF,510,236,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,88740.0,120360
d834f0,STMYS-3,CAMP_SAN_01,P08,1190,34.0,BOGOF,595,147,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,40460.0,87465
9e2de4,STMLR-0,CAMP_SAN_01,P07,300,21.0,BOGOF,150,54,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,6300.0,8100
3181a7,STCBE-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,31,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,5320.0,2945
f1421a,STMDU-2,CAMP_SAN_01,P09,90,49.0,25% OFF,67,39,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,4410.0,2613
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,58.0,25% OFF,67,47,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,5220.0,3149
406a98,STBLR-5,CAMP_SAN_01,P01,172,264.0,33% OFF,115,361,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,45408.0,41515
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,49.0,25% OFF,67,37,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,4410.0,2479
8f25a6,STHYD-6,CAMP_SAN_01,P15,3000,126.0,500 Cashback,2500,302,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,378000.0,755000
3beb46,STMYS-2,CAMP_SAN_01,P13,350,81.0,BOGOF,175,208,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,28350.0,36400
0beb9b,STVSK-2,CAMP_SAN_01,P12,62,28.0,50% OFF,31,43,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,1736.0,1333
8cbaa3,STHYD-2,CAMP_SAN_01,P08,1190,60.0,BOGOF,595,238,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,71400.0,141610
494f1b,STVSK-2,CAMP_SAN_01,P13,350,94.0,BOGOF,175,374,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,32900.0,65450
0f714a,STVJD-1,CAMP_SAN_01,P06,415,16.0,25% OFF,311,11,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,6640.0,3421
3906da,STMLR-2,CAMP_SAN_01,P09,90,33.0,25% OFF,67,27,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,2970.0,1809
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,303.0,33% OFF,115,360,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,52116.0,41400
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,36.0,BOGOF,595,139,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,42840.0,82705
c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,135.0,500 Cashback,2500,286,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,405000.0,715000
c1e0b6,STCHE-6,CAMP_SAN_01,P01,172,273.0,33% OFF,115,379,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,46956.0,43585
4ced30,STCHE-3,CAMP_SAN_01,P09,90,60.0,25% OFF,67,49,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,5400.0,3283
4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,46.0,50% OFF,95,63,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,8740.0,5985
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,214.0,33% OFF,115,267,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,36808.0,30705
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,34.0,50% OFF,95,47,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,6460.0,4465
792708,STBLR-5,CAMP_SAN_01,P13,350,115.0,BOGOF,175,445,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,40250.0,77875
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,486.0,BOGOF,185,1890,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,179820.0,349650
591730,STBLR-2,CAMP_SAN_01,P09,90,64.0,25% OFF,67,53,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,5760.0,3551
1809f2,STVSK-4,CAMP_SAN_01,P06,415,22.0,25% OFF,311,15,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,9130.0,4665
fa5b45,STVJD-1,CAMP_SAN_01,P08,1190,27.0,BOGOF,595,109,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,32130.0,64855
7bb8ed,STCHE-2,CAMP_SAN_01,P08,1190,45.0,BOGOF,595,175,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,53550.0,104125
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,100.0,BOGOF,510,396,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,102000.0,201960
da3c49,STMLR-2,CAMP_SAN_01,P02,860,270.0,33% OFF,576,313,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,232200.0,180288
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,33.0,25% OFF,311,27,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,13695.0,8397
b78191,STBLR-3,CAMP_SAN_01,P14,1020,91.0,BOGOF,510,361,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,92820.0,184110
65f085,STCHE-4,CAMP_SAN_01,P12,62,60.0,50% OFF,31,87,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,3720.0,2697
d552e3,STMDU-3,CAMP_SAN_01,P12,62,45.0,50% OFF,31,53,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,2790.0,1643
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,103.0,BOGOF,510,444,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,105060.0,226440
